n,comparison,runtime
1000,120409,6.0 
1000,120409,9.0 
1000,120409,13.0 
1000,120409,14.0 
1000,120409,15.0 
1000,120409,7.0 
1000,120409,13.0 
1000,120409,11.0 
1000,120409,11.0 
1000,120409,5.0 
